timestamp,user,item
1673789259.0,0,877
1677576220.0,1,825
1671213230.0,2,164
1671361000.0,2,595
1676279555.0,1,1647
1674496616.0,2,395
1672825764.0,0,424
1671293594.0,2,388
1671360738.0,2,804
1671361551.0,2,1696
1671293446.0,2,341
1671285230.0,2,1962
1673910544.0,0,360
1673610289.0,0,2048
1673956157.0,0,1875
1674495872.0,2,543
1672908455.0,2,1916
1673610289.0,0,693
1676965543.0,1,316
1671292338.0,2,1595
1673801176.0,0,188
1671293594.0,2,1948
1671359674.0,0,958
1677009724.0,1,836
1671471757.0,2,19
1673910544.0,0,2192
1676134694.0,1,352
1671293560.0,2,427
1673610788.0,0,1454
1672763026.0,0,1440
1671200420.0,2,1170
1673614360.0,2,1561
1676725694.0,1,230
1672580912.0,0,1901
1671283007.0,3,274
1671144605.0,1,1201
1671293385.0,2,1023
1672074597.0,2,153
1673611402.0,0,1754
1673360652.0,0,682
1676880185.0,1,707
1674043969.0,0,1873
1671359949.0,1,892
1673955965.0,0,673
1677617414.0,1,1490
1673957178.0,0,44
1672836478.0,3,39
1673956007.0,0,154
1672840570.0,2,1638
1672841098.0,2,1855
1672332707.0,2,1098
1671173039.0,1,762
1673794870.0,0,607
1672845121.0,0,1344
1672840201.0,2,930
1673957007.0,0,1122
1673956961.0,0,1901
1674507976.0,2,416
1676294568.0,1,688
1672825314.0,0,2082
1673811293.0,2,2183
1672840201.0,2,1515
1674040660.0,2,200
1672775566.0,2,476
1673814862.0,0,208
1672585584.0,0,110
1673358601.0,2,234
1671977902.0,0,879
1671213331.0,2,1264
1672762897.0,2,1678
1673810933.0,2,614
1671283007.0,3,1437
1671285230.0,2,1126
1673870411.0,0,1395
1673870430.0,0,988
1672763610.0,2,964
1671285296.0,2,899
1672764278.0,2,1980
1674066514.0,2,283
1677713575.0,1,1641
1671121800.0,2,428
1672074415.0,2,351
1674489088.0,2,1692
1672171698.0,0,1451
1671172698.0,1,395
1672315235.0,0,2081
1673886714.0,2,2117
1674489056.0,2,2119
1671226393.0,3,1771
1672600069.0,0,1038
1671294585.0,2,1554
1674468667.0,2,1546
1673429020.0,2,906
1673456506.0,2,50
1671472673.0,2,273
1672091556.0,0,1088
1673719009.0,0,2091
1674631985.0,2,343
1671051932.0,2,1990
1671379004.0,0,1488
1672171605.0,0,366
1677576248.0,1,32
1671471757.0,2,1254
1673457536.0,2,1110
1673456766.0,2,2206
1672170186.0,2,883
1674065209.0,2,110
1673610949.0,0,641
1672055108.0,2,1988
1671136193.0,2,325
1673466100.0,2,1808
1673862827.0,0,1730
1673899034.0,2,311
1677052411.0,1,1435
1672775566.0,2,848
1672613219.0,0,1226
1671293560.0,2,512
1671379327.0,0,2161
1671213768.0,1,445
1672300981.0,3,491
1671960996.0,0,147
1671126178.0,1,817
1673898737.0,2,617
1671213808.0,1,813
1670329474.0,1,1533
1672055108.0,2,253
1674161940.0,0,2002
1672841336.0,2,1962
1673591605.0,0,1630
1674468667.0,2,1906
1671121862.0,2,1100
1672774842.0,0,755
1677712993.0,1,949
1673456506.0,2,1766
1674334519.0,2,268
1673351861.0,0,958
1674334180.0,2,486
1673351170.0,0,461
1670851300.0,3,1664
1674489056.0,2,1546
1672774842.0,0,123
1670851314.0,3,2173
1670851314.0,3,1043
1673985516.0,2,1214
1673994908.0,0,1396
1672170186.0,2,1516
1677713481.0,1,2102
1671796321.0,0,1925
1674042548.0,0,136
1673899025.0,2,189
1672600106.0,0,1070
1671294585.0,2,1967
1671293560.0,2,318
1672613219.0,0,672
1670002286.0,1,465
1673956922.0,0,2201
1674042548.0,0,1343
1671473018.0,2,188
1672752525.0,0,615
1671222868.0,1,1231
1671220310.0,2,1633
1673886766.0,2,1157
1673718527.0,0,1836
1671312659.0,1,1042
1672825314.0,0,1163
1673814862.0,0,1467
1672840074.0,2,1351
1674066452.0,2,2149
1674044017.0,0,560
1674044002.0,0,894
1672321991.0,3,1820
1672698107.0,0,1066
1673349089.0,2,449
1671292434.0,2,393
1671293446.0,2,1368
1673718581.0,0,356
1673717700.0,2,158
1671293560.0,2,1803
1673810839.0,2,470
1672820739.0,0,1866
1676725695.0,1,1021
1672763484.0,2,19
1672840570.0,2,1900
1674161637.0,0,601
1671222868.0,1,835
1674161848.0,0,982
1673610298.0,0,1633
1674161637.0,0,2117
1673886714.0,2,951
1673886741.0,2,970
1672171698.0,0,177
1677009724.0,1,1943
1671223101.0,1,284
1672074415.0,2,2207
1671394063.0,0,628
1671272272.0,0,548
1673862827.0,0,1821
1672999209.0,2,16
1672762897.0,2,2012
1672763484.0,2,1275
1673124289.0,2,492
1671370210.0,2,454
1670621301.0,1,1268
1673956164.0,0,128
1677052411.0,1,416
1672841336.0,2,754
1674040716.0,2,1547
1673015109.0,2,292
1674042799.0,0,1124
1672845101.0,0,1276
1670333203.0,1,587
1674495872.0,2,453
1672924905.0,2,110
1673899293.0,2,967
1671471927.0,2,1754
1673611276.0,0,1435
1672613219.0,0,2148
1673352768.0,0,1263
1674489088.0,2,1064
1673901040.0,2,833
1673351170.0,0,749
1677051928.0,1,1283
1672762850.0,0,479
1673870430.0,0,150
1673869264.0,0,1504
1673124289.0,2,565
1671359674.0,0,424
1672608769.0,0,2120
1672674180.0,3,2072
1671283007.0,3,755
1673042299.0,0,128
1672763484.0,2,948
1671293385.0,2,618
1673045403.0,0,183
1671359674.0,0,1493
1672908455.0,2,1390
1673811250.0,2,1037
1672580912.0,0,4
1673045403.0,0,744
1673042372.0,0,645
1672840907.0,2,1254
1672840074.0,2,1427
1673801176.0,0,1130
1672840265.0,2,188
1671960907.0,0,44
1670796723.0,3,20
1672924905.0,2,1870
1671220310.0,2,213
1672764278.0,2,1110
1677192849.0,1,271
1670003072.0,1,654
1673985595.0,2,1342
1672306921.0,0,2221
1671135589.0,2,108
1672698107.0,0,478
1672924844.0,2,1772
1672688436.0,2,946
1673899526.0,2,1820
1672300981.0,3,1082
1672585584.0,0,1482
1672074531.0,2,800
1672601190.0,0,726
1672332499.0,2,2069
1673358550.0,2,1607
1671200237.0,2,1579
1673639546.0,2,2159
1672171895.0,0,552
1672774842.0,0,602
1670855398.0,3,1433
1673984787.0,2,2205
1674489056.0,2,651
1671361000.0,2,1183
1671451733.0,0,1836
1671291894.0,1,685
1673994908.0,0,878
1673717994.0,2,1701
1671213274.0,2,1492
1672752525.0,0,246
1672008250.0,3,1995
1673351861.0,0,231
1671609059.0,0,1647
1672840355.0,2,83
1673717070.0,2,726
1673610788.0,0,1968
1673984716.0,2,1600
1672585584.0,0,1277
1671137933.0,2,344
1671136586.0,2,10
1673899526.0,2,1157
1669918252.0,1,1269
1671291376.0,1,974
1671465461.0,3,757
1670882626.0,1,1690
1670882626.0,1,1763
1671213331.0,2,1130
1671291376.0,1,280
1671472887.0,2,29
1672171895.0,0,607
1672315235.0,0,2076
1672674180.0,3,1391
1671051932.0,2,340
1671014370.0,3,2147
1671172698.0,1,1886
1673718527.0,0,660
1673351678.0,0,897
1672091499.0,0,960
1673358601.0,2,476
1671121862.0,2,1174
1672315235.0,0,675
1676998019.0,1,217
1671122429.0,2,147
1673800213.0,0,825
1672820709.0,0,1756
1670881563.0,3,1771
1671360709.0,2,158
1672008250.0,3,906
1673611345.0,0,1474
1673956795.0,0,101
1670932827.0,3,360
1673457536.0,2,1466
1673985466.0,2,274
1672820670.0,0,115
1673994884.0,0,744
1671222207.0,2,1215
1674334597.0,2,159
1673718581.0,0,46
1672938938.0,2,1155
1672855144.0,3,1749
1673015227.0,2,1439
1672332499.0,2,826
1676120345.0,1,298
1673957007.0,0,693
1673611345.0,0,761
1673776085.0,2,419
1672840159.0,2,2113
1676120345.0,1,569
1671370359.0,3,123
1672844993.0,0,1984
1676294565.0,1,750
1672920254.0,0,956
1671291894.0,1,120
1672908455.0,2,1050
1671293594.0,2,2157
1673042299.0,0,1208
1672999209.0,2,2117
1674027471.0,0,1431
1671292434.0,2,1925
1672580912.0,0,912
1671294140.0,2,2050
1673814862.0,0,1247
1671144797.0,1,340
1672332786.0,2,352
1672054985.0,2,1047
1672999156.0,2,279
1673869308.0,0,101
1672762850.0,0,1223
1673869264.0,0,982
1677192849.0,1,47
1672254246.0,0,187
1671360709.0,2,1424
1672762897.0,2,990
1672763962.0,2,1982
1671391066.0,0,1153
1672938938.0,2,1071
1673985595.0,2,1598
1672332450.0,2,1844
1676723548.0,1,1648
1672938938.0,2,2082
1672840386.0,2,307
1672840201.0,2,1929
1674161573.0,0,487
1673124122.0,2,1524
1672332450.0,2,1011
1673984787.0,2,1765
1671135589.0,2,1951
1674042799.0,0,916
1673717233.0,2,1728
1671472826.0,2,1615
1673810958.0,2,622
1671294640.0,2,959
1672332450.0,2,957
1677051928.0,1,695
1670002286.0,1,905
1673870326.0,0,2086
1677712993.0,1,757
1677140815.0,1,247
1672072924.0,3,678
1672055108.0,2,896
1673869308.0,0,1160
1674064953.0,2,341
1673112815.0,0,701
1671136193.0,2,729
1671212048.0,1,1929
1673898737.0,2,403
1672172329.0,3,1749
1672171895.0,0,729
1671960740.0,0,760
1673557942.0,0,1106
1673811250.0,2,923
1673985466.0,2,1803
1670881563.0,3,644
1671378973.0,0,199
1671472826.0,2,1043
1673942644.0,2,475
1671361501.0,2,2116
1671292338.0,2,1946
1670855398.0,3,1841
1672850832.0,0,1804
1672091499.0,0,1833
1673591605.0,0,1287
1672676378.0,0,764
1669918252.0,1,16
1673466100.0,2,2177
1671213768.0,1,663
1672850509.0,0,1183
1672763026.0,0,140
1672765301.0,0,1740
1672685220.0,0,403
1671213230.0,2,930
1671223101.0,1,850
1671222490.0,1,1355
1672229090.0,0,1965
1672055188.0,2,1435
1672924844.0,2,437
1671213808.0,1,1745
1672008248.0,3,2081
1673348697.0,2,1292
1673984716.0,2,2133
1673610298.0,0,1190
1672850321.0,0,2201
1673124122.0,2,1053
1672306921.0,0,1882
1671296186.0,2,2002
1677051815.0,1,428
1673985466.0,2,634
1670333203.0,1,226
1673995118.0,0,500
1671360738.0,2,101
1672314980.0,0,1858
1671361501.0,2,2100
1671123533.0,2,1303
1671123455.0,2,1202
1670329248.0,1,825
1673900077.0,2,750
1671126080.0,1,153
1671213808.0,1,1069
1671122429.0,2,218
1674042100.0,0,1690
1673957202.0,0,1508
1674042799.0,0,714
1671213230.0,2,1212
1673639546.0,2,7
1671293385.0,2,1731
1670869191.0,1,2192
1673800213.0,0,1228
1671285371.0,2,122
1671172698.0,1,627
1672054939.0,2,1680
1673112815.0,0,183
1671123701.0,2,936
1673994908.0,0,407
1672820739.0,0,1706
1676310882.0,1,893
1671290959.0,1,68
1671977902.0,0,507
1671359609.0,0,1458
1671360709.0,2,1525
1674334180.0,2,1234
1673591690.0,0,232
1671359949.0,1,788
1673900077.0,2,298
1670869191.0,1,50
1672254181.0,0,1995
1676725695.0,1,631
1676880185.0,1,126
1674042799.0,0,1082
1674043969.0,0,477
1673352611.0,0,1951
1673901040.0,2,1717
1673611276.0,0,1533
1674162572.0,0,983
1673814476.0,0,538
1676998019.0,1,1726
1674161940.0,0,1726
1672736400.0,0,1588
1673776386.0,2,1870
1671307646.0,2,1312
1674044017.0,0,634
1673349380.0,2,1725
1671123455.0,2,1934
1670621301.0,1,2091
1676725499.0,1,1027
1673810709.0,2,209
1676134694.0,1,200
1673994884.0,0,1234
1672761652.0,0,607
1673810839.0,2,298
1672332707.0,2,236
1672763610.0,2,995
1673899034.0,2,2062
1672074635.0,2,28
1671294227.0,2,359
1672908455.0,2,778
1676965543.0,1,1690
1672820670.0,0,365
1672763038.0,2,19
1670269440.0,1,1144
1674468667.0,2,391
1671960740.0,0,1204
1670333203.0,1,341
1673794870.0,0,1548
1673956961.0,0,1195
1671136771.0,2,1062
1672999156.0,2,204
1671121800.0,2,750
1674334597.0,2,1209
1671212048.0,1,2064
1673901040.0,2,38
1672600966.0,0,815
1673610726.0,0,1499
1671213274.0,2,490
1672170186.0,2,1185
1673811293.0,2,2078
1671296186.0,2,1075
1671473018.0,2,1097
1671136586.0,2,1268
1673015227.0,2,154
1671137933.0,2,995
1672229090.0,0,729
1671172698.0,1,991
1674468714.0,2,198
1672775566.0,2,1229
1670885023.0,1,1969
1674496616.0,2,904
1672840355.0,2,530
1671295140.0,2,1096
1672825314.0,0,2079
1673042372.0,0,62
1672925139.0,2,1897
1672091556.0,0,1611
1672776294.0,3,1378
1670885023.0,1,1466
1672845121.0,0,1713
1672845324.0,0,1354
1674333506.0,2,2145
1670003233.0,1,444
1677192916.0,1,1817
1674064908.0,2,726
1674064953.0,2,902
1674040716.0,2,1680
1672920195.0,0,1718
1672761652.0,0,530
1673993752.0,0,1318
1674066383.0,2,2184
1674228431.0,2,583
1672836478.0,3,1978
1677052411.0,1,984
1671360033.0,0,909
1673814476.0,0,1137
1672764278.0,2,1794
1671139414.0,1,937
1671292434.0,2,189
1677051928.0,1,817
1673689929.0,0,825
1672763038.0,2,1247
1674066514.0,2,1208
1671172003.0,1,1935
1674066514.0,2,1791
1673352352.0,0,461
1673899097.0,2,707
1671960740.0,0,1412
1672938394.0,2,602
1672601878.0,0,1964
1672764278.0,2,1483
1677192916.0,1,1331
1674488483.0,2,365
1671052238.0,2,889
1672170186.0,2,716
1670267128.0,1,1487
1671121800.0,2,2041
1672774550.0,0,566
1671360033.0,0,1148
1671172172.0,1,266
1672820670.0,0,2048
1672840265.0,2,982
1671293292.0,2,1011
1674468714.0,2,575
1672752387.0,0,855
1671379503.0,0,216
1671293446.0,2,1160
1670002286.0,1,951
1673995118.0,0,815
1677051815.0,1,1251
1674043638.0,0,1772
1673899293.0,2,722
1673899025.0,2,1177
1673113048.0,0,912
1671212048.0,1,65
1670329248.0,1,454
1673993752.0,0,797
1672925093.0,2,1963
1673349138.0,2,1446
1677713577.0,1,2115
1677009581.0,1,1217
1673610726.0,0,617
1673348947.0,2,305
1677576183.0,1,1547
1672840570.0,2,370
1671052161.0,2,842
1670267128.0,1,1542
1672825764.0,0,1368
1672096168.0,0,855
1671399691.0,3,418
1671144605.0,1,764
1673717233.0,2,1655
1672941540.0,0,91
1676725695.0,1,2159
1673810709.0,2,1349
1672171895.0,0,748
1671960996.0,0,110
1677176053.0,1,1947
1676880185.0,1,207
1677617414.0,1,2220
1672763962.0,2,1406
1671226393.0,3,1424
1671272272.0,0,1481
1674161637.0,0,1815
1674631985.0,2,61
1671307429.0,0,1938
1673900750.0,2,497
1671222868.0,1,1753
1671144605.0,1,2168
1676880185.0,1,1474
1671285296.0,2,878
1670750816.0,1,187
1672840265.0,2,660
1671291376.0,1,1683
1670851314.0,3,1156
1673386417.0,0,304
1674507976.0,2,1701
1673956922.0,0,305
1674044002.0,0,292
1673466336.0,2,948
1672580912.0,0,997
1673899097.0,2,634
1673113866.0,0,748
1671451496.0,0,401
1672074597.0,2,128
1674066514.0,2,1197
1671226393.0,3,1080
1673814476.0,0,1034
1671200420.0,2,2209
1672674180.0,3,37
1670883910.0,1,1544
1670885023.0,1,171
1672055108.0,2,1681
1674066452.0,2,1408
1673349380.0,2,651
1671172428.0,1,1855
1671126080.0,1,1517
1673984787.0,2,1884
1672074597.0,2,1767
1672920254.0,0,1231
1673120735.0,2,1547
1672601190.0,0,360
1672601127.0,0,932
1673611345.0,0,62
1672938293.0,2,1978
1673955995.0,0,160
1672074635.0,2,936
1674066183.0,2,2173
1670758720.0,1,1492
1670494284.0,1,1394
1673717070.0,2,1253
1671360033.0,0,1615
1670267128.0,1,1049
1672314980.0,0,1343
1672938938.0,2,1614
1671361551.0,2,818
1673910544.0,0,361
1677051723.0,1,689
1677051723.0,1,1976
1672613295.0,0,1682
1671394063.0,0,380
1674488483.0,2,1796
1673984716.0,2,2098
1672763026.0,0,1241
1672254181.0,0,1774
1671200237.0,2,791
1673045403.0,0,356
1672763038.0,2,1750
1674066183.0,2,2102
1673557942.0,0,1587
1671172172.0,1,351
1674042109.0,0,1184
1673810933.0,2,1355
1671295140.0,2,1368
1671136771.0,2,1276
1673942644.0,2,328
1674489088.0,2,363
1672096168.0,0,1377
1671379327.0,0,508
1672300981.0,3,964
1672600069.0,0,1528
1671136586.0,2,1192
1672698107.0,0,987
1671136313.0,2,743
1671222868.0,1,1709
1672601878.0,0,485
1673886766.0,2,647
1671172172.0,1,2062
1676725499.0,1,979
1672171698.0,0,1633
1672008248.0,3,284
1673810709.0,2,39
1674130738.0,0,121
1672938293.0,2,1013
1670269440.0,1,145
1671144484.0,1,1949
1671796321.0,0,1266
1673717233.0,2,534
1673351170.0,0,764
1672008250.0,3,1190
1671362320.0,2,1113
1673639546.0,2,1027
1673995118.0,0,705
1672840386.0,2,1081
1671295576.0,2,1554
1672229526.0,0,1135
1673348697.0,2,229
1673349089.0,2,399
1671135589.0,2,593
1673351747.0,0,478
1671121750.0,2,450
1673810958.0,2,1028
1673359699.0,0,1709
1670882626.0,1,522
1672008248.0,3,1793
1671222490.0,1,1552
1674161573.0,0,1885
1671451496.0,0,203
1669543283.0,1,1387
1672763038.0,2,1781
1672841336.0,2,1965
1672752387.0,0,28
1671290959.0,1,2003
1671379065.0,0,711
1671291894.0,1,1458
1671223101.0,1,507
1674337220.0,2,339
1673718545.0,0,288
1674158137.0,2,1148
1673985466.0,2,1349
1674333634.0,2,1336
1671135589.0,2,2217
1671123455.0,2,714
1673898737.0,2,772
1673113048.0,0,1141
1673800213.0,0,835
1673112815.0,0,1073
1673351678.0,0,710
1673456810.0,2,458
1674042100.0,0,440
1671370359.0,3,605
1673811250.0,2,143
1670623684.0,1,18
1672055188.0,2,1508
1674066183.0,2,83
1673899293.0,2,1192
1672925229.0,2,19
1672685220.0,0,1347
1671200420.0,2,1799
1671200633.0,2,1799
1671213331.0,2,1518
1674162572.0,0,1854
1671473018.0,2,405
1674161573.0,0,1150
1677051815.0,1,1517
1677712724.0,1,1429
1673717017.0,2,629
1671222490.0,1,1130
1673611440.0,0,1175
1672920195.0,0,1174
1673956922.0,0,1797
1674042217.0,0,1139
1672844993.0,0,879
1672825764.0,0,1624
1673956860.0,0,38
1671294227.0,2,973
1673869308.0,0,1879
1673862827.0,0,840
1673899034.0,2,173
1671126080.0,1,361
1672600847.0,0,2127
1674043638.0,0,407
1672840074.0,2,1170
1671451534.0,0,1853
1672585622.0,0,934
1674040614.0,2,2014
1673811293.0,2,730
1673990045.0,2,658
1671313191.0,1,607
1674468714.0,2,712
1670932823.0,3,2020
1671136313.0,2,1465
1672229090.0,0,1960
1671294227.0,2,80
1670329474.0,1,997
1673351170.0,0,1309
1671399691.0,3,318
1672845101.0,0,1391
1673801176.0,0,1534
1671360033.0,0,401
1671360882.0,2,248
1674066452.0,2,774
1674468667.0,2,733
1671123701.0,2,1765
1672670686.0,3,42
1673776182.0,2,924
1670358639.0,1,760
1671294585.0,2,1197
1674040660.0,2,18
1671312659.0,1,2213
1670333203.0,1,666
1672254246.0,0,1960
1671391066.0,0,1192
1672585622.0,0,720
1671213274.0,2,2144
1673113866.0,0,639
1673466336.0,2,1919
1673430122.0,0,312
1673899935.0,2,1781
1673351861.0,0,1268
1672171605.0,0,792
1673124289.0,2,238
1673120735.0,2,1218
1673591690.0,0,1012
1671379004.0,0,500
1672820739.0,0,728
1671213768.0,1,143
1674043097.0,0,249
1672096168.0,0,437
1673113866.0,0,1985
1672091556.0,0,1297
1673351678.0,0,2184
1673611402.0,0,788
1673610788.0,0,882
1670932827.0,3,1075
1673386417.0,0,466
1670869191.0,1,893
1672314980.0,0,932
1677712993.0,1,130
1673455749.0,2,1537
1671136771.0,2,327
1673359699.0,0,1218
1671172428.0,1,2096
1671370359.0,3,1431
1671360882.0,2,979
1673898737.0,2,1750
1677140877.0,1,833
1677713577.0,1,1499
1677176053.0,1,208
1677576183.0,1,1884
1673124122.0,2,2058
1673900077.0,2,418
1672074531.0,2,893
1672072924.0,3,277
1674334893.0,2,2183
1673591690.0,0,614
1673557942.0,0,1555
1671223101.0,1,1118
1672321991.0,3,706
1671360738.0,2,2002
1676310882.0,1,731
1671960907.0,0,169
1672074531.0,2,271
1670003233.0,1,686
1671272272.0,0,2142
1673865544.0,0,160
1677192849.0,1,1159
1673351747.0,0,1394
1671172003.0,1,988
1672775566.0,2,804
1671294640.0,2,962
1672920195.0,0,474
1673964129.0,2,1433
1671379503.0,0,561
1673124289.0,2,1522
1674468604.0,2,2111
1674334519.0,2,465
1673358550.0,2,2171
1669918252.0,1,94
1670797435.0,3,380
1673348905.0,2,1921
1673348947.0,2,1146
1672601790.0,0,886
1671565998.0,2,766
1670269440.0,1,2177
1672613219.0,0,617
1673776400.0,2,1346
1673984716.0,2,727
1670932827.0,3,923
1674488483.0,2,919
1673360652.0,0,1613
1671291376.0,1,249
1672920254.0,0,1554
1674161848.0,0,2034
1674040660.0,2,1886
1674027471.0,0,1571
1673810958.0,2,1336
1671359609.0,0,1394
1670003072.0,1,1169
1674337682.0,2,569
1673717791.0,2,323
1670882626.0,1,361
1673591605.0,0,1443
1671472591.0,2,419
1673956311.0,0,93
1673719038.0,0,299
1672752387.0,0,970
1674162572.0,0,351
1671293594.0,2,1726
1671451534.0,0,318
1672941540.0,0,2130
1673610289.0,0,303
1673466100.0,2,1217
1671307429.0,0,391
1671313191.0,1,1082
1672999209.0,2,160
1674161637.0,0,1182
1673386812.0,0,346
1673990045.0,2,1390
1673042372.0,0,1428
1672581000.0,0,1876
1677051928.0,1,614
1672999156.0,2,1037
1672845101.0,0,969
1674161848.0,0,1893
1671391066.0,0,405
1673611402.0,0,2216
1672938394.0,2,219
1672925229.0,2,122
1672925093.0,2,1903
1673351845.0,0,2080
1671222207.0,2,1560
1673610289.0,0,967
1674066383.0,2,136
1672763484.0,2,813
1672765301.0,0,1203
1671139414.0,1,2214
1670003233.0,1,1431
1672938293.0,2,1360
1672841098.0,2,1487
1672613295.0,0,2001
1670003072.0,1,1065
1671213274.0,2,1064
1673899526.0,2,137
1671379065.0,0,1527
1671362320.0,2,865
1670623684.0,1,197
1670623684.0,1,300
1672763610.0,2,2014
1672925093.0,2,1226
1673352352.0,0,2168
1673349380.0,2,1103
1672171605.0,0,1781
1674042109.0,0,479
1673899935.0,2,2021
1671136193.0,2,1984
1673351845.0,0,1765
1671121862.0,2,1397
1672074415.0,2,1708
1673349089.0,2,1041
1673611276.0,0,1994
1673113048.0,0,1964
1673428936.0,2,352
1671451733.0,0,951
1674040469.0,2,1803
1674158219.0,2,2151
1672054939.0,2,1506
1672925229.0,2,1878
1672850253.0,0,1902
1672698207.0,0,1819
1672601790.0,0,1595
1670329248.0,1,380
1671136586.0,2,791
1673360652.0,0,1833
1672600925.0,0,756
1672836478.0,3,1333
1674042109.0,0,181
1671360738.0,2,1844
1672762850.0,0,1932
1672776294.0,3,2095
1671359949.0,1,428
1671285371.0,2,303
1671295576.0,2,324
1673045403.0,0,762
1673349380.0,2,377
1674334519.0,2,958
1672840355.0,2,1537
